Customer ID,Credit Card Number,native-country,State in the Country,Average Transaction Amount
93350,0411165433555548,b'United-States',Florida,6093.236626838313
26935,0593648924205341,b'United-States',Texas,9864.216338232016
87627,4164626096244535,b'United-States',New York,9788.514018670929
31744,0342848257340806,b'United-States',California,2284.000246518766
58077,0685418894999414,b'United-States',California,376.08215954611296
24788,7502995042922140,b'United-States',California,5364.482764451609
29004,9343494792083124,b'?',Florida,4354.460213630702
90309,8518959943457907,b'United-States',California,6930.493565316464
27038,4826182304823527,b'United-States',Illinois,1590.1641479962568
38964,1154482869080165,b'United-States',New York,7318.021150182942
73368,4032394296765786,b'United-States',Georgia,9578.774482274324
95259,3902559362630348,b'United-States',Virginia,6211.215874826577
10627,7139790837875498,b'United-States',Georgia,3399.76552772438
51334,2191275200654944,b'Mexico',Florida,1768.9073229192345
60501,4130539972384025,b'United-States',Illinois,2083.3187614731687
89139,4232176070269776,b'Dominican-Republic',California,794.2842155212085
98968,3147169471886728,b'United-States',Virginia,5691.189354919715
33440,2884953499007883,b'United-States',Georgia,1968.70638884587
84093,6183744923184429,b'United-States',Georgia,5022.211552729935
75459,1909415137745998,b'United-States',California,7007.954084986167
72357,0051957576697758,b'United-States',Illinois,9704.384985386603
34585,6553066980866531,b'United-States',Florida,1229.0707874456689
26304,2225842898755376,b'United-States',Texas,2014.7945395516715
74670,1256127005663193,b'United-States',Georgia,9570.665680370508
31273,1929565894573746,b'?',Texas,2390.959803263059
87777,5063586836759336,b'United-States',California,7683.989923285772
54989,7151850852655427,b'United-States',Texas,7136.110044927228
43447,4398836524540356,b'United-States',New York,4748.988787529116
58679,9073311393364966,b'United-States',Georgia,878.7548096781505
36140,6992705935807653,b'United-States',Illinois,5365.214323808191
62782,1554663615415753,b'United-States',Texas,2017.541264142505
70547,2583160313713373,b'United-States',Ohio,1593.6469694057444
84794,5429339761408460,b'United-States',New York,4393.940684638018
24008,3953516316600372,b'United-States',Texas,2225.37693213707
13172,9340555422384926,b'United-States',Texas,5277.493254136496
60550,9265964545165244,b'United-States',Illinois,7125.48045972705
14103,7926684390780251,b'United-States',Texas,4094.304779768806
82441,7410378255583016,b'United-States',Florida,2912.3572700331288
53601,8266617345342775,b'United-States',Texas,1960.0731202818408
49790,5973225099595357,b'United-States',Illinois,2506.552933612853
25341,6225506748274828,b'United-States',Florida,9071.501152714409
32275,5630400865037896,b'United-States',New York,315.993289680677
56647,2448940049738393,b'United-States',Ohio,6308.764298243436
75255,9902789455652604,b'United-States',California,3924.425698625062
14691,0543715029717871,b'United-States',California,7882.462224862605
44269,4332561436475337,b'United-States',California,179.5728768993227
70058,7368470294190043,b'United-States',Virginia,7523.075002841522
69797,6811135001987421,b'United-States',Virginia,5392.629648007858
76385,6873699010025132,b'United-States',Texas,6121.699772224555
73571,5289725273183006,b'United-States',Georgia,204.52228590387807
45613,5070511574870473,b'United-States',Illinois,2961.3515406303463
42527,7566896638146830,b'United-States',Florida,6741.647734713015
42466,3140508026271725,b'United-States',Florida,7977.465622960802
56559,7770329660999994,b'United-States',Ohio,5319.767875642504
88014,7709864809336384,b'United-States',Virginia,1121.4604876105632
16396,5163644352291739,b'United-States',Virginia,7226.406215566793
99626,0620206976101785,b'United-States',Illinois,5910.989203539592
27160,4817155312991222,b'United-States',Ohio,7307.453238843565
90919,0198503411751233,b'United-States',Florida,2199.9264469998216
72208,9440029208808552,b'United-States',New York,2626.6332181223343
47975,5525980883692820,b'United-States',Virginia,6558.63363456578
88263,3923158124592593,b'United-States',Florida,5293.740647097914
84785,3891603967261181,b'United-States',Florida,2698.200114231294
25526,3872033711748855,b'United-States',California,5727.378866465055
78602,2254961020634720,b'United-States',Ohio,2442.592713776641
44911,3544544681725790,b'United-States',Illinois,7502.405696550047
26063,4952482512683043,b'United-States',Virginia,848.6908284873347
12587,8380045211489918,b'United-States',Ohio,3629.192534408861
64062,2206647577641205,b'United-States',Ohio,4661.909024211893
95619,9426820007701320,b'Ireland',Florida,3900.5094489622097
27101,5141910265294377,b'United-States',Georgia,1292.807835412693
92476,8315763802437306,b'United-States',Virginia,2507.5985867420445
12343,5239147520179367,b'United-States',New York,5757.929694920337
40874,7264634610949138,b'United-States',Virginia,9098.160603789778
93849,0404761216932248,b'United-States',Florida,6640.517263015579
23152,0272155152304656,b'United-States',New York,7048.187600163799
41909,7067015958242710,b'United-States',Texas,9337.643154429978
41406,6947581784653782,b'United-States',Georgia,9313.907233144882
63967,0235010575134665,b'United-States',New York,9192.364047642375
27775,0762835320721103,b'United-States',Illinois,2983.498357938184
40747,3015996178238389,b'United-States',Illinois,5602.268475792217
59380,3634774447899195,b'United-States',Virginia,9215.88243741091
36822,7619476289968074,b'Germany',Ohio,598.7747425618127
97870,6576710148145904,b'United-States',New York,7545.2978201386995
79742,5082785506743407,b'United-States',Florida,5745.529626230405
36380,4915995042585406,b'United-States',California,3079.6739299006963
39668,3141887469565816,b'United-States',California,2433.175331186113
13230,4170244254582712,b'United-States',Ohio,4355.5271497904
53900,0859924507356034,b'United-States',California,2945.7100383101533
20449,0580785355056364,b'United-States',Georgia,5512.81942646351
81389,3968050468267771,b'United-States',California,7472.950088278513
61612,6227480414751913,b'United-States',Ohio,2934.3837701759494
97589,2333570151503401,b'United-States',Texas,6260.446866998153
21943,6089298520187622,b'United-States',Illinois,5590.498580316374
47321,5956300964032012,b'United-States',Georgia,1985.605050222428
72253,9228225320727265,b'United-States',Virginia,4552.644024507455
16210,3882065946223027,b'United-States',Virginia,4153.848318918197
60753,1771530980363243,b'United-States',Texas,8037.316282465688
77154,4851970721530077,b'United-States',Texas,3105.317473915441
67380,4092930402442988,b'United-States',Virginia,7669.219585539209
83711,9796239219897513,b'United-States',Illinois,5270.592706657083
45955,9349520263970946,b'United-States',Georgia,1665.4786072352351
98304,2180540391949636,b'United-States',Ohio,158.67703680172428
27632,8597311322725077,b'United-States',Illinois,720.4726277397634
57131,8844633836587029,b'United-States',Georgia,5677.868163401072
19661,0715327180517758,b'United-States',Illinois,1286.005511369768
94915,3237844885664569,b'United-States',Texas,672.0007415500742
28446,9305955702568570,b'United-States',Illinois,6791.594584833036
49423,9691216770695555,b'United-States',California,2394.0020271822127
67794,6247947743516907,b'United-States',Florida,4682.125375752162
90860,1184135534117964,b'United-States',Texas,9409.430218746162
48826,9081293020103614,b'United-States',Virginia,2788.331573413277
48973,8445385354715419,b'United-States',Georgia,3429.778411508717
96664,6829189025770501,b'United-States',California,990.6034149896844
63825,4318522779499369,b'United-States',Illinois,6092.058828258699
57635,8398269007409192,b'United-States',Ohio,1286.1160816116717
65274,2060240598464599,b'United-States',Texas,147.85588389213376
59820,9589528964309766,b'United-States',New York,5486.7288066591445
68813,0573714921369115,b'United-States',Texas,6353.841163974346
92982,5934182825575685,b'United-States',Ohio,7184.565125344063
17371,0360037457405611,b'United-States',California,7497.667348091039
89255,3976071859058482,b'United-States',Illinois,2292.4194147499384
67506,3908397684970912,b'United-States',Illinois,7723.332361787053
54092,2803740887820717,b'United-States',New York,1398.694664051003
78203,7896860957066978,b'United-States',New York,1867.8489322696585
93596,4217878653614117,b'United-States',Florida,3973.3920592269305
62933,9316656428715775,b'United-States',Illinois,9423.123372174843
64700,1372933552605566,b'United-States',Ohio,3130.7273907890685
36515,6612751419127722,b'United-States',Georgia,3702.623864842733
44282,9207431502361519,b'?',Virginia,7323.74404005234
46004,9111016056449386,b'United-States',California,6877.224546422373
59352,5272179454724203,b'United-States',Illinois,4681.047042529858
36867,8451038396735089,b'United-States',New York,6782.512261459233
90294,8531726573950029,b'United-States',Texas,926.1943844750898
80614,4937247632654776,b'United-States',Ohio,4777.253579293808
44603,2981291581321671,b'United-States',Georgia,8736.218626284815
43894,4654584096016282,b'United-States',Virginia,9361.16423829398
98475,3441782247547018,b'United-States',Virginia,2257.805218752761
53177,2692645699316748,b'United-States',New York,4328.2061205537575
38870,1254584444653167,b'United-States',Virginia,6184.217267486114
91363,6197826302662096,b'United-States',Ohio,8214.11696962003
58694,9505800250890324,b'United-States',Ohio,8983.892636314013
70389,0675562988340086,b'United-States',Florida,6725.540393209071
48367,2968510078242817,b'United-States',New York,8299.698629975455
57519,8545668814757104,b'United-States',Georgia,3243.7462833114478
98699,2810520259448713,b'United-States',Georgia,9783.922482025671
74260,9500100221099487,b'United-States',California,1796.2594769386023
54392,0341227595346992,b'United-States',Illinois,1955.444883541675
14998,1905394888588253,b'United-States',Virginia,4597.672040367832
67665,1700757542783560,b'United-States',Ohio,7500.863112569794
23173,3682168192398716,b'United-States',Illinois,8197.450284473241
30769,4869285474850517,b'United-States',New York,858.7260565644214
66066,0634944953299045,b'United-States',Ohio,5853.703169440568
64315,8474713468248346,b'United-States',Texas,9733.812065640834
79096,5624751849913091,b'United-States',Virginia,4631.947197357271
39095,7912363816177867,b'United-States',Illinois,4557.2002135015255
27507,6565741603320629,b'United-States',New York,3522.8616220867825
84402,3366288491005125,b'United-States',Illinois,2158.815764521385
42134,2074762577647403,b'Mexico',Florida,9892.947408152802
67183,7540616938817497,b'United-States',Florida,1960.3530766623
10973,6017321281375097,b'United-States',Illinois,9303.67889346677
70028,8571923620036847,b'Philippines',Virginia,4608.073666262207
93930,7489217640930779,b'Philippines',Florida,3496.5178812953745
14419,6011840844016865,b'United-States',Florida,7528.637317013447
52739,2804564551912900,b'United-States',Texas,5933.618914179922
39269,2287873170351388,b'United-States',Illinois,2983.304629627338
67554,6915422089561031,b'United-States',New York,5517.63093049699
70005,9001296386300749,b'United-States',Texas,6905.319113210998
12809,6274825262291146,b'United-States',Illinois,2884.4665967951714
17028,6678132743411958,b'United-States',New York,2965.8134213475714
20962,5593396020716937,b'United-States',Florida,8410.960927256985
44206,5560685604411368,b'United-States',Illinois,1862.7566073076516
16883,2056046439492136,b'United-States',Georgia,8651.182430292847
86351,5070173734720467,b'Thailand',Illinois,2161.782123898169
33685,4757300203457226,b'United-States',Ohio,6782.24310045009
85743,2168747510247015,b'United-States',Georgia,3415.618117376413
86239,0602174263157767,b'United-States',Illinois,3416.7498163195787
96785,7168233693841666,b'United-States',Illinois,4581.109527583357
65329,1690316681445332,b'Haiti',Ohio,3731.624381331
23207,1523577098936714,b'United-States',Texas,7433.125684030382
89601,7725543134953249,b'United-States',Georgia,6573.728296893521
16518,2717293889183483,b'United-States',Georgia,6837.673233688032
10649,6780952440023096,b'United-States',Florida,9874.48231244802
13501,9890414766971093,b'United-States',Ohio,6410.278405984135
85392,3976784262755595,b'United-States',Georgia,5424.359083835188
36380,2784835634570395,b'United-States',Virginia,2146.3545571521618
43481,1980733076680702,b'United-States',Texas,779.1859574918221
68344,2065501420414410,b'United-States',Florida,5627.215882266938
63949,8339378358278388,b'United-States',Georgia,3139.529483941405
40218,5630506865900944,b'United-States',Florida,3694.160063925465
63470,8410279052677164,b'United-States',Illinois,9410.610318779418
21912,5844280543976260,b'United-States',Virginia,5158.18450512566
87925,5462636114167795,b'United-States',Virginia,6963.531892369285
43432,2332153462616950,b'United-States',California,3925.3975095994
28285,8174804431178709,b'?',Ohio,9354.26361430898
99931,7260949128188950,b'United-States',Virginia,7438.04247735432
94597,1260171973458764,b'United-States',New York,2104.298999802129
32940,3422891129872070,b'United-States',Georgia,1137.8424083245272
57992,3275488582681719,b'United-States',Texas,6707.197496903847
37701,0565976307891854,b'United-States',California,5771.902508627647
66562,4740218641526507,b'United-States',Illinois,3636.6174095171914
16903,1636788413038306,b'United-States',Virginia,9307.522267178812
14998,1367561211331614,b'United-States',Texas,4000.31934003826
85077,7850968595982602,b'United-States',California,8565.305602999173
23879,1254503061687629,b'United-States',Georgia,7992.271751449295
60266,5786507911873194,b'United-States',California,2119.83465605048
42153,5225154282179105,b'United-States',Florida,8989.20904754735
39152,7617978674266818,b'United-States',Texas,6519.829174231986
51375,8638091600501984,b'United-States',Florida,5126.392720353535
81484,6146756206710343,b'United-States',Virginia,1311.9663048449172
46534,7419867713309056,b'United-States',Florida,7046.553251526637
11696,4686123649100819,b'United-States',California,9858.456950071386
11031,7675980774377017,b'United-States',Virginia,6668.2581125265815
73553,5631646957938623,b'United-States',Texas,5627.531551477239
52007,3080079391102513,b'United-States',California,5244.979670248303
24549,8964130079656209,b'United-States',Georgia,8502.519158395207
78955,2490464249098046,b'United-States',Texas,2254.116345994931
87510,9177840009120141,b'United-States',California,5877.675630535606
98490,4572699139196705,b'United-States',Illinois,383.2702608620512
25822,9969490311879072,b'United-States',California,2787.825772914176
79767,2489620334032552,b'United-States',Ohio,4676.594526622434
51760,6117979625923264,b'United-States',Georgia,799.0321022245904
88720,0740464158373814,b'United-States',Texas,1335.475860016701
14177,2147637854956305,b'United-States',Ohio,9194.148783548742
41037,5038451178653454,b'United-States',California,6057.646367217151
55287,8857760116038034,b'United-States',Virginia,278.1286969003732
52950,0949683538128988,b'United-States',Florida,2119.48802495547
35923,6386446700225474,b'United-States',Virginia,7831.458329791122
95806,8118938715413534,b'United-States',California,3872.319082035619
37468,2026857082641282,b'United-States',New York,5676.418440507685
36273,1369090822399093,b'United-States',Virginia,8928.335622309993
46997,0174100051274109,b'United-States',Ohio,751.9196644446271
47156,2421746029746123,b'United-States',California,5992.234842871038
59334,2193877537977106,b'United-States',California,7859.701046834527
76848,9449057075624542,b'United-States',Illinois,3928.440350128437
91740,8694124744775771,b'United-States',California,1834.243878882068
86869,7154973433512889,b'United-States',Virginia,6225.696969607404
79571,7125699730126738,b'El-Salvador',Florida,8048.290151322994
56982,3552455946990336,b'United-States',California,7831.305234501498
69072,2544819502316199,b'United-States',Florida,7198.437533941313
15136,2979876344933946,b'United-States',Texas,7648.75700536811
52237,9111317300366274,b'United-States',Florida,1943.1700661426448
53602,6301302271807787,b'Puerto-Rico',Illinois,4649.129917759148
87718,4643311050745609,b'United-States',Florida,3866.316934607508
91477,2229251114902880,b'United-States',Texas,2551.630092793259
22972,1977051759606597,b'United-States',New York,7306.010014169909
53972,2887927237180982,b'?',Ohio,2407.238079233708
56433,0299562534554893,b'United-States',Ohio,7292.375549188087
60899,8908903549305491,b'United-States',New York,4135.769940622653
31696,2953020601042039,b'United-States',Florida,6253.806586479285
13410,9237990882141009,b'Vietnam',Georgia,1275.1435811455713
95826,2287534309300815,b'United-States',Florida,7004.149839753883
89335,1435567414441078,b'United-States',California,5910.568052318269
57805,4139083925199485,b'United-States',Florida,7506.770175874971
82544,6779451895091015,b'United-States',New York,5867.516888958903
61198,5345035721075808,b'United-States',Virginia,5139.5028410031055
51355,2053400238283636,b'United-States',New York,2117.260916015916
85465,6168502035711406,b'United-States',Texas,2729.258536406393
85855,0137845287184001,b'United-States',New York,3983.703636476642
36717,0942937662002483,b'United-States',Georgia,9227.116478679123
85481,0857534153090107,b'United-States',Ohio,2204.6154752028374
53687,9382218954786050,b'United-States',Texas,8782.249072539358
50396,1356182604313421,b'United-States',Ohio,7466.407205687082
56180,6384855066572636,b'United-States',Texas,7331.745905258198
86715,1408697659835489,b'Mexico',Georgia,9978.612900115677
34845,5717855074022097,b'Puerto-Rico',Virginia,1680.8341462296355
33056,9473754623363385,b'United-States',Ohio,153.73198128682648
19197,2075267098730505,b'United-States',Virginia,1609.607442678731
73276,8062043896832416,b'United-States',Virginia,1153.493924805701
39313,3579138577629159,b'United-States',Illinois,4036.275385399984
39871,3787814721148139,b'?',New York,3943.5840457937247
42121,7476755675164476,b'United-States',Virginia,436.5298169162168
93539,4182876905781021,b'United-States',Texas,1038.5745724992018
67425,7388532961849342,b'United-States',Illinois,1068.5055613200018
86118,2133761749472746,b'United-States',Georgia,7721.884054683063
18985,9629968589213846,b'United-States',Florida,8042.22946415848
68530,9310271953110470,b'United-States',Ohio,8397.072879385785
99920,6847802695767050,b'Dominican-Republic',Virginia,5863.115068818615
30036,8885228455835621,b'United-States',Virginia,7178.492566801203
52490,3548439176935687,b'United-States',Georgia,491.4487261641534
98172,3739043525954920,b'United-States',New York,6187.330300376406
47522,3323681409251502,b'United-States',Florida,9402.096979495544
21703,0105508410582364,b'United-States',Illinois,5443.639160068699
75916,4307117868528127,b'Mexico',California,6556.079625485324
46872,6097405947751798,b'United-States',Texas,4626.895652521643
50454,6648430000155206,b'United-States',Ohio,1402.2137398198618
15833,4061056614639762,b'United-States',Florida,540.7816423926124
27529,4283122943572506,b'United-States',Texas,4337.567858459519
90562,7985017753582671,b'United-States',Virginia,591.4111797485634
87686,8396444780469849,b'United-States',Ohio,8875.193522035057
80800,6342030219136423,b'United-States',Texas,7205.773794602769
32853,1162442345458158,b'Mexico',Texas,3457.454537450145
20955,1125205558259641,b'United-States',Florida,1155.0072427782393
32199,0873827433889886,b'United-States',Texas,9124.070519922823
12346,2613544699098243,b'United-States',Texas,3513.878627061069
44814,7574726462783779,b'United-States',Virginia,1944.131518135556
21380,5286469185831524,b'United-States',Texas,4593.041656539621
54166,7790150214598098,b'United-States',Florida,9803.082045907648
79404,6598211637061204,b'United-States',California,8520.551752696201
89658,3675122950826711,b'United-States',Ohio,6239.849235390156
67411,0566868750800139,b'United-States',Ohio,1556.650370566961
77837,6648820474820272,b'United-States',Virginia,9414.944144839556
71015,3274119216623406,b'United-States',Georgia,7494.144781524044
81974,6181139300407921,b'United-States',Ohio,2925.2482774316168
41509,7882189199986444,b'United-States',Florida,309.90862432203073
41274,0760313111832395,b'United-States',Virginia,3851.8343023882408
45996,7742086225320849,b'United-States',Florida,7744.686049608076
84402,9708759383223259,b'United-States',Ohio,2218.793231606656
80724,0625986069942979,b'United-States',Texas,8141.289053150267
99893,1698273529976108,b'United-States',Texas,4646.0781559620245
28429,0115649496116413,b'Germany',California,7655.632077092469
38913,3684356515440393,b'United-States',Florida,2185.3478906076443
55828,0337514130151904,b'Mexico',Ohio,5392.581632739381
64569,6102455969815130,b'United-States',Illinois,1215.329470191296
18357,8707058923029752,b'United-States',Virginia,8282.426175412587
88451,9501464607297317,b'United-States',Texas,3808.0968287989526
71468,9432397634152939,b'United-States',Florida,5175.27204506754
27721,6127515409338320,b'United-States',Virginia,583.6329677852617
12191,0672499558931418,b'South',Illinois,8301.039585451997
22687,1744285189601219,b'United-States',Texas,6803.701685158209
62263,9339725609417967,b'United-States',Virginia,564.7473150891014
23686,2797220084579125,b'United-States',Georgia,7155.552796699765
44041,1758203061533332,b'United-States',Virginia,6512.396439150774
47267,9025307801346674,b'United-States',Ohio,3539.494860408278
15584,9559373877075391,b'United-States',Florida,9373.554626459829
35997,5743630815191263,b'United-States',California,4327.396795828845
15202,9199657307628288,b'Columbia',Georgia,2577.1295797016533
92020,2668661277023147,b'United-States',Florida,473.75326507709366
10237,3863374556791166,b'United-States',Florida,3595.6532192346917
28577,3066500901608312,b'United-States',Texas,3875.756470015521
80884,8385851491845978,b'United-States',Texas,4977.679140319798
20092,7940203543186772,b'United-States',California,709.3954734668698
83573,4960023341328595,b'United-States',California,3357.473662937268
19833,4894180054391877,b'United-States',Georgia,9516.06288253056
48948,2882086422104064,b'United-States',Florida,8643.50596402675
82409,1720644076205845,b'United-States',Florida,6975.073070852252
87628,8726809845781173,b'United-States',Virginia,799.1834502598815
77268,0874001946317497,b'Japan',New York,9787.643870172922
88130,4126376713449892,b'United-States',Virginia,2158.7418533968325
79506,4280404748324830,b'India',Florida,404.87386508646745
27764,4988055305998471,b'United-States',Georgia,6918.000163780048
80879,3611133415952218,b'United-States',Georgia,3408.7293293761904
86745,0932885756387237,b'United-States',Ohio,7897.254340499662
82318,4292875863819621,b'United-States',New York,2423.3498173374232
21268,0736970970561937,b'?',New York,3115.502702463388
79479,9937539153477853,b'United-States',Virginia,5537.577959883758
20335,1343761541747453,b'United-States',Texas,528.5994551960478
98536,4100754845196501,b'United-States',Texas,6187.513622807262
45606,9029736461770028,b'United-States',California,3109.8760390339994
79345,8076219751503874,b'United-States',New York,5664.361158529517
17346,9609229967424252,b'United-States',California,1122.4136308434631
84252,0112038305046722,b'United-States',Georgia,1203.7579244208778
56405,4957207930583379,b'United-States',California,8724.77268060115
70633,9245556711178185,b'United-States',Illinois,624.7992179866609
28361,6762125457206583,b'United-States',New York,1420.5516223204972
46385,0857252177658532,b'Mexico',California,6002.463114900148
53636,5047190652006249,b'United-States',Florida,6527.011924328876
73834,4425299581557200,b'United-States',Georgia,5960.61686624064
95391,7747526086962183,b'Cambodia',Virginia,7566.948742478075
39026,9918909710248565,b'United-States',Ohio,2267.714048012464
55605,3571788831349591,b'United-States',Ohio,8022.743879182475
60114,4117993998583750,b'?',Texas,1861.1733842068236
29511,0491589271984069,b'United-States',Ohio,2270.457377237592
54302,1073078477050636,b'United-States',Texas,7259.521883554284
84424,3289184382165480,b'United-States',Georgia,6507.907114638493
40551,5261603207289469,b'United-States',Illinois,3712.1943924736206
70415,0661957495305530,b'United-States',Georgia,9063.441916636968
93910,2431860494779995,b'United-States',California,9780.09949197664
75184,8559615913873879,b'United-States',New York,3977.8487308175095
80731,6049820891466804,b'United-States',Texas,145.1797385395931
10129,9447510386245926,b'United-States',Ohio,5073.472289456508
38712,0461489202134640,b'United-States',Virginia,3070.534227037788
93640,6464104784295973,b'United-States',Florida,6489.04878798041
46055,9187690811351863,b'United-States',Illinois,670.7998967140887
62229,6674026670694537,b'United-States',New York,3425.2990114067115
73163,1877486834781886,b'United-States',Georgia,2813.234854701669
90074,1477473675937019,b'United-States',Illinois,8733.91244446483
10347,4867588276784358,b'United-States',Texas,6889.806269780929
35073,7460532515560432,b'United-States',Ohio,8946.760626853975
97094,7079099046706992,b'United-States',Florida,4808.488996658753
57376,7146266946261298,b'United-States',California,168.0423193925958
26329,6591523900693945,b'United-States',Georgia,3158.590313543508
77351,5494164674026886,b'United-States',Texas,2639.6803890627543
14059,4934548807806818,b'United-States',New York,5428.724888246693
25611,9634165738347522,b'United-States',Virginia,2650.5313456191016
82081,4863964374294136,b'United-States',Florida,5338.143851465071
17349,2670987630094394,b'United-States',Florida,5498.839648758015
98792,8415620364528757,b'United-States',New York,5007.801187887857
40888,6722263059920278,b'United-States',Virginia,1725.3402770929802
67985,1555554615059656,b'United-States',Illinois,1823.034867120541
16761,1139612339020254,b'United-States',Georgia,6862.152335591944
91807,6797796235195538,b'United-States',Ohio,7442.648778555179
50597,5396368410567811,b'United-States',Illinois,4476.100767868283
34255,6333704574734505,b'United-States',California,8162.675899137602
47096,4463455716203490,b'United-States',Texas,7995.56984346665
99039,3644666469520417,b'United-States',Texas,4680.280910096854
46130,1928191294051789,b'United-States',Ohio,2168.2149624319227
94777,0571478784891079,b'United-States',Illinois,417.9721974078101
75790,8826674216498950,b'United-States',Ohio,7276.099404546756
26910,3593187040590486,b'United-States',Virginia,6929.854984070149
63640,4888805405793394,b'Germany',Illinois,1385.5186029842016
41537,8471561904432206,b'United-States',Florida,3844.2218868520936
61581,1557976457673725,b'Puerto-Rico',Georgia,3904.7784880627473
36585,0380810532283450,b'United-States',California,1515.3287156274305
80095,5549062922363119,b'United-States',California,8842.686728281287
35443,5975141758643106,b'United-States',Virginia,8947.08696429932
64143,3692113521490822,b'United-States',Virginia,623.9506144801912
17813,7281284843337065,b'United-States',Georgia,9641.589650040834
11034,5437756631857447,b'United-States',Virginia,6637.968868005329
15756,2412110577578088,b'United-States',Virginia,5115.917676406396
28170,1578392755869751,b'United-States',Texas,3576.574812349158
36164,8770845418214572,b'United-States',Florida,5084.204888794576
77099,3462140055147280,b'?',Georgia,9995.236939212158
85412,9185067527608413,b'United-States',California,8031.627924947531
54204,4646322942098253,b'Poland',Texas,4240.387391750349
20167,6787845179571422,b'United-States',Ohio,4619.196966223656
96261,7435221561258906,b'United-States',Virginia,9826.001692241724
75499,8773269785936218,b'Mexico',California,8740.57796053274
90454,3161122560626510,b'United-States',Ohio,2084.629165044321
89831,6332809154976967,b'United-States',Illinois,9808.580548402726
31889,6958936259560512,b'United-States',Illinois,6379.553214947672
91057,1976406905001667,b'United-States',Illinois,7093.717275072123
96937,3099664212452680,b'United-States',Ohio,8362.389082441276
82577,7233155407317044,b'United-States',Virginia,2057.6950190553484
10702,9258836706274243,b'United-States',New York,4001.1437160436767
25284,4923591594238765,b'United-States',California,3088.398466314749
68215,4024128287237998,b'United-States',Texas,4525.501971192061
60546,4311224026533678,b'United-States',California,9501.206204727954
83320,0189674944644189,b'United-States',Florida,6954.683562733489
13240,7432955426512295,b'United-States',Florida,8888.967295827199
10951,7916857575723303,b'United-States',New York,6331.684606519568
